Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2025);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
341;21101089566;"Sexuality, Gender and Policy";journal;"26395355";"John Wiley and Sons Inc";No;No;0,300;Q2;7;39;57;1553;61;48;0,96;39,82;36,67;0;United States;Northern America;"John Wiley and Sons Inc";"2017, 2019-2026";"Cultural Studies (Q1); Gender Studies (Q2); Political Science and International Relations (Q2); Social Sciences (miscellaneous) (Q2)";"Social Sciences"
342;7100153137;"Transformations in Business and Economics";journal;"16484460";"Vilnius University Press";Yes;No;0,297;Q2;32;80;298;4673;426;286;1,49;58,41;51,03;0;Lithuania;Eastern Europe;"Vilnius University Press";"2006-2025";"Political Science and International Relations (Q2); Social Sciences (miscellaneous) (Q2); Business and International Management (Q3); Economics and Econometrics (Q3); Marketing (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
343;17700156010;"Ethics and Global Politics";journal;"16546369, 16544951";"Taylor and Francis Ltd.";Yes;Yes;0,296;Q2;19;13;33;341;30;31;0,78;26,23;42,86;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2009-2026";"Political Science and International Relations (Q2); Sociology and Political Science (Q2)";"Social Sciences"
344;21101215777;"Justicia (Barranquilla)";journal;"25904566, 01247441";"Simon Bolivar University (Barranquilla)";Yes;Yes;0,296;Q2;5;27;98;1134;41;96;0,48;42,00;37,78;0;Colombia;Latin America;"Simon Bolivar University (Barranquilla)";"2020-2025";"Political Science and International Relations (Q2); Sociology and Political Science (Q2)";"Social Sciences"
345;5600155285;"Parameters";journal;"00311723, 21582106";"United States Army War College";No;No;0,296;Q2;7;37;130;1126;88;112;0,62;30,43;11,32;2;United States;Northern America;"United States Army War College";"1982, 2019-2025";"Cultural Studies (Q1); History (Q1); Political Science and International Relations (Q2); Social Sciences (miscellaneous) (Q2); Sociology and Political Science (Q2); Safety Research (Q3)";"Arts and Humanities; Social Sciences"
346;21100903469;"Russia in Global Affairs";journal;"18106374, 26189844";"Foreign Policy Research Foundation";No;No;0,294;Q2;10;57;147;1355;73;119;0,48;23,77;22,58;0;Russian Federation;Eastern Europe;"Foreign Policy Research Foundation";"2018-2026";"Cultural Studies (Q1); History (Q1); Political Science and International Relations (Q2); Sociology and Political Science (Q2)";"Arts and Humanities; Social Sciences"
347;21100886220;"Journal for International Business and Entrepreneurship Development";journal;"17476763, 15499324";"Inderscience Enterprises Ltd";No;No;0,293;Q2;16;19;73;1582;116;72;1,79;83,26;38,00;0;Switzerland;Western Europe;"Inderscience Enterprises Ltd";"2018-2025";"Political Science and International Relations (Q2); Business, Management and Accounting (miscellaneous) (Q3); Development (Q3)";"Business, Management and Accounting; Social Sciences"
348;12100157016;"International Journal of Law, Crime and Justice";journal;"17560616";"Academic Press";No;No;0,290;Q2;40;72;109;4832;290;109;2,62;67,11;53,61;0;United States;Northern America;"Academic Press";"2008-2026";"Law (Q2); Political Science and International Relations (Q2); Sociology and Political Science (Q3)";"Social Sciences"
349;21100871688;"Contemporary Chinese Political Economy and Strategic Relations";journal;"24109681";"Institute of China and Asia-Pacific Studies - National Sun Yat-sen University";Yes;Yes;0,288;Q2;9;2;43;100;16;40;0,29;50,00;83,33;0;Taiwan;Asiatic Region;"Institute of China and Asia-Pacific Studies - National Sun Yat-sen University";"2015-2025";"Political Science and International Relations (Q2); Economics and Econometrics (Q3); Sociology and Political Science (Q3)";"Economics, Econometrics and Finance; Social Sciences"
350;15561;"Demokratizatsiya";journal;"10746846";"Institute for European Russian and Eurasian Studies, The George Washington University";No;No;0,288;Q2;34;5;66;445;59;63;0,74;89,00;11,11;0;United States;Northern America;"Institute for European Russian and Eurasian Studies, The George Washington University";"1996-2025";"Political Science and International Relations (Q2); Geography, Planning and Development (Q3)";"Social Sciences"
351;5600154142;"Asian Journal of Political Science";journal;"02185377, 17507812";"Routledge";No;No;0,287;Q2;25;50;55;3151;85;53;1,25;63,02;40,78;1;United Kingdom;Western Europe;"Routledge";"1993-2026";"Political Science and International Relations (Q2); Sociology and Political Science (Q3)";"Social Sciences"
352;24136;"Indo-Iranian Journal";journal;"15728536, 00197246";"Brill Academic Publishers";No;No;0,285;Q2;16;11;27;469;15;27;0,75;42,64;10,00;0;Netherlands;Western Europe;"Brill Academic Publishers";"1957-2026";"Philosophy (Q1); Linguistics and Language (Q2); Political Science and International Relations (Q2)";"Arts and Humanities; Social Sciences"
353;21101185496;"Occasional Papers on Religion in Eastern Europe";journal;"26932229";"George Fox University Murdock Learning Resource Center";No;No;0,285;Q2;6;87;195;2808;86;181;0,38;32,28;32,56;0;United States;Northern America;"George Fox University Murdock Learning Resource Center";"2019-2026";"Religious Studies (Q1); Political Science and International Relations (Q2)";"Arts and Humanities; Social Sciences"
354;21101101860;"Eminak";journal;"27080226, 19984634";"Scientific Research Centre "Lukomorie"";Yes;No;0,283;Q2;6;56;182;1358;61;179;0,29;24,25;31,17;0;Ukraine;Eastern Europe;"Scientific Research Centre "Lukomorie"";"2019-2026";"History (Q1); Archeology (Q2); Archeology (arts and humanities) (Q2); Political Science and International Relations (Q2)";"Arts and Humanities; Social Sciences"
355;21101036615;"Relacoes Internacionais no Mundo Atual";journal;"23162880";"Centro Universitario Curitiba - UNICURITIBA";No;No;0,283;Q2;9;48;436;1468;179;435;0,47;30,58;52,38;0;Brazil;Latin America;"Centro Universitario Curitiba - UNICURITIBA";"2019-2026";"Law (Q2); Political Science and International Relations (Q2); Public Administration (Q3); Sociology and Political Science (Q3)";"Social Sciences"
356;5800170634;"Astropolitics";journal;"14777622, 15572943";"Routledge";No;No;0,282;Q2;16;15;37;755;53;31;1,41;50,33;16,67;0;United States;Northern America;"Routledge";"2005-2026";"Political Science and International Relations (Q2); Astronomy and Astrophysics (Q3)";"Physics and Astronomy; Social Sciences"
357;21100928677;"Conflict and Society";journal;"21644543, 21644551";"Berghahn Journals";Yes;Yes;0,282;Q2;10;11;39;727;58;39;0,91;66,09;42,11;0;United Kingdom;Western Europe;"Berghahn Journals";"2018-2025";"Cultural Studies (Q1); Anthropology (Q2); Political Science and International Relations (Q2); Sociology and Political Science (Q3)";"Social Sciences"
358;21101116672;"International Critical Thought";journal;"21598312, 21598282";"Taylor and Francis Ltd.";No;No;0,281;Q3;16;34;103;2177;99;102;0,68;64,03;22,22;1;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2011-2026";"Cultural Studies (Q1); Social Sciences (miscellaneous) (Q2); Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Social Sciences"
359;5600155107;"Journal of Australian Studies";journal;"0314769X, 14443058";"Taylor and Francis Ltd.";No;No;0,281;Q3;26;39;120;2134;57;107;0,42;54,72;61,54;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1977-2026";"Cultural Studies (Q1); History (Q1); Literature and Literary Theory (Q1); Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
360;21101147603;"Mazahib Jurnal Pemikiran Hukum Islam";journal;"18299067, 24606588";"Faculty of Sharia, Sultan Aji Muhammad Idris State Islamic University";Yes;Yes;0,281;Q3;7;19;45;1129;71;45;1,62;59,42;21,15;0;Indonesia;Asiatic Region;"Faculty of Sharia, Sultan Aji Muhammad Idris State Islamic University";"2019-2025";"Religious Studies (Q1); Law (Q2); Political Science and International Relations (Q3)";"Arts and Humanities; Social Sciences"
361;21101021175;"Lex Portus";journal;"2617541X, 2524101X";"National University Odessa Law Academy";Yes;Yes;0,280;Q3;9;17;49;822;85;48;2,06;48,35;29,17;0;Ukraine;Eastern Europe;"National University Odessa Law Academy";"2019-2025";"Law (Q2); Management, Monitoring, Policy and Law (Q3); Political Science and International Relations (Q3); Transportation (Q4)";"Environmental Science; Social Sciences"
362;5600153226;"Thesis Eleven";journal;"14617455, 07255136";"SAGE Publications Ltd";No;No;0,280;Q3;38;83;170;2652;108;161;0,48;31,95;25,27;0;United Kingdom;Western Europe;"SAGE Publications Ltd";"1980-1994, 1996-2026";"Cultural Studies (Q1); History (Q1); Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
363;5700164027;"International Criminal Law Review";journal;"15718123, 1567536X";"Brill Nijhoff";No;No;0,278;Q3;29;41;75;6094;46;71;0,55;148,63;50,88;0;Netherlands;Western Europe;"Brill Nijhoff";"2001-2026";"Law (Q2); Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Social Sciences"
364;21100423127;"Stability";journal;"21652627";"Department of Peace Studies and International Development, University of Bradford";Yes;No;0,278;Q3;27;2;6;126;10;6;2,00;63,00;75,00;0;United Kingdom;Western Europe;"Department of Peace Studies and International Development, University of Bradford";"2012-2020, 2022-2023, 2025";"Law (Q2); Political Science and International Relations (Q3)";"Social Sciences"
365;21101302101;"Anuario Espanol de derecho Internacional";journal;"21733775, 2254660X";"Servicio de Publicaciones de la Universidad de Navarra";No;No;0,276;Q3;4;15;42;635;23;40;0,48;42,33;53,33;0;Spain;Western Europe;"Servicio de Publicaciones de la Universidad de Navarra";"2021-2025";"Law (Q2); Development (Q3); Management, Monitoring, Policy and Law (Q3); Political Science and International Relations (Q3)";"Environmental Science; Social Sciences"
366;23891;"China Report";journal;"00094455, 0973063X";"Sage Publications India Pvt. Ltd";No;No;0,276;Q3;21;25;67;1223;75;67;1,28;48,92;35,00;2;India;Asiatic Region;"Sage Publications India Pvt. Ltd";"1971, 1979, 1989-2026";"Development (Q3); Geography, Planning and Development (Q3); Political Science and International Relations (Q3)";"Social Sciences"
367;21101136813;"Global Security - Health, Science and Policy";journal;"23779497";"Taylor and Francis Ltd.";Yes;No;0,276;Q3;11;11;17;785;26;17;1,20;71,36;41,18;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2016-2025";"Health (social science) (Q3); Political Science and International Relations (Q3)";"Social Sciences"
368;5700162947;"Global Economic Review";journal;"17443873, 1226508X";"Routledge";No;No;0,273;Q3;27;21;54;879;72;54;1,51;41,86;33,33;0;United Kingdom;Western Europe;"Routledge";"1996-2026";"Business and International Management (Q3); Economics, Econometrics and Finance (miscellaneous) (Q3); Political Science and International Relations (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
369;21101072124;"International Journal of Diplomacy and Economy";journal;"20490895, 20490887";"Inderscience";No;No;0,273;Q3;11;21;31;1171;51;31;1,75;55,76;35,71;0;United Kingdom;Western Europe;"Inderscience";"2012-2026";"Economics and Econometrics (Q3); Finance (Q3); Political Science and International Relations (Q3); Strategy and Management (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
370;200147137;"Islam and Christian-Muslim Relations";journal;"14699311, 09596410";"Routledge";No;No;0,272;Q3;28;9;44;756;24;44;0,59;84,00;30,00;0;United Kingdom;Western Europe;"Routledge";"1990-1997, 2000-2026";"Religious Studies (Q1); Political Science and International Relations (Q3)";"Arts and Humanities; Social Sciences"
371;18200156703;"Journal of International Trade Law and Policy";journal;"14770024";"Emerald Group Publishing Ltd.";No;No;0,272;Q3;15;23;37;1241;41;36;0,92;53,96;26,92;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2002-2026";"Law (Q2); Economics, Econometrics and Finance (miscellaneous) (Q3); Industrial Relations (Q3); Political Science and International Relations (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
372;21101062822;"Revista Juridica Portucalense";journal;"21835705, 21835799";"Universidade Portucalense";Yes;Yes;0,272;Q3;6;56;174;1923;116;166;0,72;34,34;48,74;0;Portugal;Western Europe;"Universidade Portucalense";"2019-2026";"Law (Q2); Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Social Sciences"
373;21100837350;"Domes : Digest of Middle East Studies";journal;"10604367, 19493606";"John Wiley and Sons Inc";No;No;0,270;Q3;18;14;76;861;88;62;1,32;61,50;53,33;0;United States;Northern America;"John Wiley and Sons Inc";"1992-2026";"Cultural Studies (Q1); History (Q1); Religious Studies (Q1); Law (Q2); Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
374;21100783636;"International Political Science Abstracts";journal;"00208345, 17519292";"SAGE Publications Inc.";No;No;0,270;Q3;3;6;22;258;32;22;1,10;43,00;66,67;0;United Kingdom;Western Europe;"SAGE Publications Inc.";"2007, 2018, 2022-2025";"Arts and Humanities (miscellaneous) (Q2); Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
375;15256;"Korean Journal of Defense Analysis";journal;"19414641, 10163271";"Korea Institute for Defense Analyses";No;No;0,270;Q3;14;6;81;542;40;81;0,51;90,33;25,00;0;South Korea;Asiatic Region;"Korea Institute for Defense Analyses";"1996-2025";"Political Science and International Relations (Q3); Safety Research (Q3); Sociology and Political Science (Q3)";"Social Sciences"
376;21101042128;"Juridical Tribune";journal;"22477195, 22480382";"Bucharest University of Economic Studies";Yes;Yes;0,269;Q3;12;0;67;0;95;67;1,51;0,00;0,00;0;Romania;Eastern Europe;"Bucharest University of Economic Studies";"2019-2023";"Law (Q2); Education (Q3); Political Science and International Relations (Q3); Public Administration (Q3)";"Social Sciences"
377;5600153506;"Israel Affairs";journal;"17439086, 13537121";"Routledge";No;No;0,268;Q3;23;90;195;4122;148;189;0,75;45,80;41,89;0;United Kingdom;Western Europe;"Routledge";"1994-2026";"Cultural Studies (Q1); History (Q1); Political Science and International Relations (Q3)";"Arts and Humanities; Social Sciences"
378;19900195034;"Itinerario";journal;"20412827, 01651153";"Cambridge University Press";No;No;0,268;Q3;21;36;79;3390;52;75;0,29;94,17;40,00;0;United Kingdom;Western Europe;"Cambridge University Press";"1977-2026";"History (Q1); Political Science and International Relations (Q3)";"Arts and Humanities; Social Sciences"
379;19900191541;"Asian Politics and Policy";journal;"19430787, 19430779";"Wiley-Blackwell";No;No;0,266;Q3;23;43;104;2648;109;93;1,01;61,58;28,26;0;United States;Northern America;"Wiley-Blackwell";"2009-2026";"Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Social Sciences"
380;21100778009;"Polis. Political Studies";journal;"10269487, 16840070";"Editorial Board Polis (Political Studies)";No;No;0,266;Q3;14;71;212;2332;102;211;0,43;32,85;45,28;1;Russian Federation;Eastern Europe;"Editorial Board Polis (Political Studies)";"2015-2025";"Cultural Studies (Q1); History (Q1); Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
381;5800169373;"Comparative Strategy";journal;"01495933, 15210448";"Routledge";No;No;0,262;Q3;23;48;102;3104;87;102;0,75;64,67;23,88;2;United Kingdom;Western Europe;"Routledge";"1978-2026";"Political Science and International Relations (Q3)";"Social Sciences"
382;21100456188;"Journal of the Middle East and Africa";journal;"21520844, 21520852";"Taylor and Francis Ltd.";No;No;0,262;Q3;14;22;59;0;43;58;0,43;0,00;12,50;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2010-2026";"Cultural Studies (Q1); History (Q1); Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
383;21100370020;"Geopolitics Quarterly";journal;"17354331, 25383698";"Iranian Association of Geopolitics";Yes;No;0,258;Q3;9;40;169;1841;103;169;0,62;46,03;26,32;0;Iran;Middle East;"Iranian Association of Geopolitics";"2014-2025";"Geography, Planning and Development (Q3); Political Science and International Relations (Q3)";"Social Sciences"
384;25724;"India Quarterly";journal;"09752684, 09749284";"Indian Council of World Affairs";No;No;0,258;Q3;18;28;107;1240;110;89;0,89;44,29;45,00;0;India;Asiatic Region;"Indian Council of World Affairs";"1954-1963, 1966-2008, 2011-2026";"Political Science and International Relations (Q3)";"Social Sciences"
385;4000151820;"International Journal of Technology and Globalisation";journal;"14765667, 17418194";"Inderscience Enterprises Ltd";No;No;0,258;Q3;24;0;3;0;8;3;2,67;0,00;0,00;0;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2004-2015, 2017, 2020, 2024";"Economics and Econometrics (Q3); Management, Monitoring, Policy and Law (Q3); Political Science and International Relations (Q3)";"Economics, Econometrics and Finance; Environmental Science; Social Sciences"
386;21101042150;"Vestnik RUDN. International Relations";journal;"23130660, 23130679";"RUDN University";Yes;Yes;0,258;Q3;9;51;140;1395;98;140;0,53;27,35;48,78;0;Russian Federation;Eastern Europe;"RUDN University";"2019-2025";"History (Q1); Development (Q3); Political Science and International Relations (Q3)";"Arts and Humanities; Social Sciences"
387;25795;"International Journal";journal;"2052465X, 00207020";"Canadian Institute of International Affairs";No;No;0,255;Q3;34;39;124;1050;131;96;0,86;26,92;42,55;0;Canada;Northern America;"Canadian Institute of International Affairs";"1981, 1995-2026";"Political Science and International Relations (Q3)";"Social Sciences"
388;21101061050;"Europa XXI";journal;"14297132, 23008547";"Insitute of Geography and Spatial Organization Polish Academy of Sciences";No;No;0,254;Q3;9;2;45;113;32;42;0,63;56,50;50,00;0;Poland;Eastern Europe;"Insitute of Geography and Spatial Organization Polish Academy of Sciences";"2019-2025";"Development (Q3); Geography, Planning and Development (Q3); Political Science and International Relations (Q3); Urban Studies (Q3)";"Social Sciences"
389;21101129709;"European Review of International Studies";journal;"21967415, 21966923";"Brill Nijhoff";No;No;0,254;Q3;14;6;44;503;41;43;0,66;83,83;37,50;0;Netherlands;Western Europe;"Brill Nijhoff";"2014-2025";"Political Science and International Relations (Q3); Social Sciences (miscellaneous) (Q3)";"Social Sciences"
390;21100856805;"International Journal of Development and Conflict";journal;"20102690, 20102704";"Gokhale Institute of Politics and Economics";Yes;No;0,252;Q3;7;0;50;0;60;48;1,54;0,00;0,00;0;India;Asiatic Region;"Gokhale Institute of Politics and Economics";"2017-2024";"Development (Q3); Economics, Econometrics and Finance (miscellaneous) (Q3); Political Science and International Relations (Q3)";"Economics, Econometrics and Finance; Social Sciences"
391;21100824449;"Norteamerica";journal;"18703550, 24487228";"Universidad Nacional Autonoma de Mexico";Yes;Yes;0,252;Q3;8;32;78;1245;33;78;0,31;38,91;19,35;0;Mexico;Latin America;"Universidad Nacional Autonoma de Mexico";"2010-2011, 2016-2026";"Cultural Studies (Q1); Law (Q2); Demography (Q3); Economics, Econometrics and Finance (miscellaneous) (Q3); Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Economics, Econometrics and Finance; Social Sciences"
392;21101021456;"Revista de Pensamiento Estrategico y Seguridad CISDE";journal;"25298763";"United Academic Journals (UA Journals)";No;No;0,252;Q3;6;12;36;692;23;34;0,54;57,67;6,67;0;Spain;Western Europe;"United Academic Journals (UA Journals)";"2019-2025";"History (Q1); Law (Q2); Political Science and International Relations (Q3); Safety Research (Q3); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
393;18929;"African Studies";journal;"00020184, 14692872";"Taylor and Francis Ltd.";No;No;0,251;Q3;36;17;60;719;58;58;0,79;42,29;42,11;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1942-2026";"Cultural Studies (Q1); History (Q1); Anthropology (Q2); Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
394;21101170721;"DiGeSt - Journal of Diversity and Gender Studies";journal;"25930281, 25930273";"Universiteit Gent";Yes;Yes;0,251;Q3;9;20;53;691;63;42;1,22;34,55;72,73;0;Belgium;Western Europe;"Universiteit Gent";"2019-2025";"Cultural Studies (Q1); Anthropology (Q2); Gender Studies (Q2); Political Science and International Relations (Q3)";"Social Sciences"
395;21100789021;"Lithuanian Annual Strategic Review";journal;"16488024, 2335870X";"General Jonas Zemaitis Military Academy of Lithuania";Yes;No;0,250;Q3;7;10;32;646;28;29;0,80;64,60;43,75;0;Germany;Western Europe;"General Jonas Zemaitis Military Academy of Lithuania";"2016-2020, 2022-2025";"Political Science and International Relations (Q3)";"Social Sciences"
396;21101176857;"International Journal of Parliamentary Studies";journal;"26668912, 26668904";"Brill Academic Publishers";No;No;0,247;Q3;5;16;51;718;27;45;0,53;44,88;25,00;0;Netherlands;Western Europe;"Brill Academic Publishers";"2021-2026";"Law (Q2); Political Science and International Relations (Q3)";"Social Sciences"
397;21100843484;"Journal of Global South Studies";journal;"24761397, 24761419";"University of Florida Press";No;No;0,246;Q3;17;15;44;888;17;32;0,21;59,20;13,33;0;United States;Northern America;"University of Florida Press";"2015-2025";"History (Q1); Development (Q3); Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
398;21100901783;"Connections";journal;"18121098, 18122973";"Partnership for Peace Consortium of Defense Academies and Security Studies Institutes";Yes;No;0,244;Q3;8;21;101;811;39;92;0,38;38,62;25,93;0;Germany;Western Europe;"Partnership for Peace Consortium of Defense Academies and Security Studies Institutes";"2018-2025";"Law (Q2); Computer Networks and Communications (Q3); Political Science and International Relations (Q3); Safety Research (Q3); Safety, Risk, Reliability and Quality (Q3)";"Computer Science; Engineering; Social Sciences"
399;5700168481;"Revista Brasileira de Politica Internacional";journal;"19833121, 00347329";"INSTBRASILEIRORELACOESINT";Yes;Yes;0,244;Q3;25;25;75;1422;73;74;0,96;56,88;22,86;0;Brazil;Latin America;"INSTBRASILEIRORELACOESINT";"2008-2025";"History (Q1); Political Science and International Relations (Q3)";"Arts and Humanities; Social Sciences"
400;21100364911;"Creativity Studies";journal;"23450487, 23450479";"Vilnius Gediminas Technical University";Yes;No;0,243;Q3;19;42;132;2183;156;132;0,90;51,98;55,56;0;Lithuania;Eastern Europe;"Vilnius Gediminas Technical University";"2014-2026";"Cultural Studies (Q2); Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Social Sciences"
401;21486;"European Human Rights Law Review";journal;"13611526";"Sweet and Maxwell-Thomson Reuters";No;No;0,243;Q3;6;55;160;3051;57;105;0,41;55,47;51,28;0;United Kingdom;Western Europe;"Sweet and Maxwell-Thomson Reuters";"1998, 2001, 2003, 2019-2026";"Law (Q2); Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Social Sciences"
402;21100887528;"Journal on the Use of Force and International Law";journal;"20531702, 20531710";"Taylor and Francis Ltd.";No;No;0,242;Q3;15;11;41;535;47;33;0,77;48,64;18,18;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2014-2025";"Law (Q2); Political Science and International Relations (Q3)";"Social Sciences"
403;21101114186;"Comparative Southeast European Studies";journal;"27018199, 27018202";"Walter de Gruyter GmbH";Yes;Yes;0,241;Q3;11;22;79;860;90;78;1,10;39,09;34,48;1;Germany;Western Europe;"Walter de Gruyter GmbH";"2010, 2021-2025";"History (Q1); Anthropology (Q2); Cultural Studies (Q2); Law (Q2); Economics, Econometrics and Finance (miscellaneous) (Q3); Gender Studies (Q3); Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
404;21100857117;"Politics in Central Europe";journal;"18013422";"";Yes;Yes;0,241;Q3;15;13;90;906;66;89;0,50;69,69;40,00;0;Poland;Eastern Europe;"";"2010, 2016-2025";"Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Social Sciences"
405;21100890927;"Russian Politics";journal;"24518913, 24518921";"Brill Academic Publishers";No;No;0,241;Q3;14;22;70;1797;61;70;0,98;81,68;33,33;0;Netherlands;Western Europe;"Brill Academic Publishers";"2016-2025";"History (Q1); Cultural Studies (Q2); Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
406;19700170095;"Irish Studies in International Affairs";journal;"03321460, 20090072";"Royal Irish Academy";No;No;0,240;Q3;13;15;93;594;56;85;0,41;39,60;25,00;0;Ireland;Western Europe;"Royal Irish Academy";"2009-2026";"Development (Q3); Economics and Econometrics (Q3); Political Science and International Relations (Q3)";"Economics, Econometrics and Finance; Social Sciences"
407;5800169849;"Colombia Internacional";journal;"19006004, 01215612";"Universidad de los Andes, Colombia";Yes;Yes;0,239;Q3;18;20;85;1414;68;85;0,60;70,70;52,94;0;Colombia;Latin America;"Universidad de los Andes, Colombia";"2011-2026";"History (Q1); Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
408;21101288669;"Diponegoro Law Review";journal;"25274031";"Diponegoro University";Yes;No;0,239;Q3;3;9;39;371;32;39;0,82;41,22;28,57;0;Indonesia;Asiatic Region;"Diponegoro University";"2023-2025";"Law (Q3); Political Science and International Relations (Q3); Public Administration (Q3); Sociology and Political Science (Q3)";"Social Sciences"
409;21100889430;"China Quarterly of International Strategic Studies";journal;"23777400, 23777419";"World Scientific Publishing Co. Pte Ltd";Yes;Yes;0,238;Q3;18;20;59;1160;38;59;0,50;58,00;44,00;0;Singapore;Asiatic Region;"World Scientific Publishing Co. Pte Ltd";"2015-2025";"Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Social Sciences"
410;21100793212;"Sovremennaya Evropa";journal;"02017083";"Institute of Europe of Russian Academy of Sciences";Yes;Yes;0,237;Q3;10;34;316;493;53;315;0,21;14,50;60,00;0;Russian Federation;Eastern Europe;"Institute of Europe of Russian Academy of Sciences";"2016-2025";"Political Science and International Relations (Q3); Economics and Econometrics (Q4)";"Economics, Econometrics and Finance; Social Sciences"
411;7700153101;"International Organizations Law Review";journal;"15723739, 15723747";"Martinus Nijhoff Publishers";No;No;0,236;Q3;27;12;61;1315;44;57;0,53;109,58;28,57;0;Netherlands;Western Europe;"Martinus Nijhoff Publishers";"2004-2025";"Law (Q3); Political Science and International Relations (Q3); Sociology and Political Science (Q3); Economics and Econometrics (Q4)";"Economics, Econometrics and Finance; Social Sciences"
412;24405;"Journal of Regional Analysis and Policy";journal;"10904999";"University of Nebraska-Lincoln";No;No;0,236;Q3;30;20;29;860;26;29;0,77;43,00;36,36;0;United States;Northern America;"University of Nebraska-Lincoln";"1996-2025";"Geography, Planning and Development (Q3); Management, Monitoring, Policy and Law (Q3); Political Science and International Relations (Q3)";"Environmental Science; Social Sciences"
413;21100927978;"Vestnik Volgogradskogo Gosudarstvennogo Universiteta, Seriia 4: Istoriia, Regionovedenie, Mezhdunarodnye Otnosheniia";journal;"19989938, 23128704";"Volgograd State University";Yes;Yes;0,236;Q3;6;122;377;4320;64;376;0,18;35,41;38,60;0;Russian Federation;Eastern Europe;"Volgograd State University";"2019-2025";"History (Q1); Cultural Studies (Q2); Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
414;21101267545;"Jurnal Suara Hukum";journal;"26565358, 2656534X";"Faculty of Law Universitas Negeri Surabaya";No;No;0,234;Q3;5;20;60;1031;44;60;0,95;51,55;38,00;0;Indonesia;Asiatic Region;"Faculty of Law Universitas Negeri Surabaya";"2020-2025";"Law (Q3); Political Science and International Relations (Q3)";"Social Sciences"
415;22826;"Gestion y Politica Publica";journal;"14051079, 24489182";"Centro de Investigacion y Docencia Economicas A.C.";Yes;No;0,233;Q3;16;9;29;673;23;28;0,78;74,78;61,54;0;Mexico;Latin America;"Centro de Investigacion y Docencia Economicas A.C.";"1995-2025";"Political Science and International Relations (Q3); Public Administration (Q3)";"Social Sciences"
416;5600153502;"Postcolonial Studies";journal;"14661888, 13688790";"Routledge";No;No;0,231;Q3;33;8;90;472;131;77;0,93;59,00;66,67;0;United Kingdom;Western Europe;"Routledge";"2005, 2010-2026";"History (Q1); Political Science and International Relations (Q3)";"Arts and Humanities; Social Sciences"
417;5700164225;"Diplomacy and Statecraft";journal;"1557301X, 09592296";"Routledge";No;No;0,229;Q3;21;40;95;2483;49;93;0,50;62,08;20,00;0;United Kingdom;Western Europe;"Routledge";"1990-1996, 1998, 2001-2003, 2010-2025";"History (Q1); Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
