Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2025);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
154;21100825856;"Arenal";journal;"11346396";"Universidad de Granada";Yes;Yes;0,161;Q3;7;12;72;695;18;72;0,10;57,92;54,55;0;Spain;Western Europe;"Universidad de Granada";"2017-2025";"Cultural Studies (Q2); History (Q2); Gender Studies (Q3)";"Arts and Humanities; Social Sciences"
155;21100909465;"Feminist Media Histories";journal;"23737492";"University of California Press";No;No;0,161;Q3;9;27;102;1047;49;94;0,29;38,78;72,00;0;United States;Northern America;"University of California Press";"2019-2025";"History (Q2); Gender Studies (Q3)";"Arts and Humanities; Social Sciences"
156;6400153188;"Women";journal;"14701367, 09574042";"Informa UK Ltd";No;No;0,161;Q3;19;1;48;36;23;40;0,63;36,00;100,00;0;United Kingdom;Western Europe;"Informa UK Ltd";"1990-2025";"Literature and Literary Theory (Q1); Cultural Studies (Q2); Gender Studies (Q3)";"Arts and Humanities; Social Sciences"
157;23597;"Feminist Studies";journal;"00463663";"Feminist Studies Inc.";No;No;0,160;Q3;53;3;79;185;42;71;0,43;61,67;75,00;0;United States;Northern America;"Feminist Studies Inc.";"1975, 1978-1981, 1983, 1986-1987, 1991, 1994, 1996-2025";"Arts and Humanities (miscellaneous) (Q2); Gender Studies (Q3)";"Arts and Humanities; Social Sciences"
158;21101053521;"Asparkia";journal;"11328231, 23404795";"Universitat Jaume I";Yes;Yes;0,159;Q3;5;29;114;1370;29;113;0,23;47,24;65,22;0;Spain;Western Europe;"Universitat Jaume I";"2019-2026";"Arts and Humanities (miscellaneous) (Q3); Gender Studies (Q3); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Social Sciences"
159;21100935905;"Boyhood Studies";journal;"23759240, 23759267";"Berghahn Journals";No;No;0,159;Q3;8;13;39;588;11;38;0,37;45,23;57,89;0;United Kingdom;Western Europe;"Berghahn Journals";"2007, 2018-2025";"Cultural Studies (Q2); Gender Studies (Q3); Developmental and Educational Psychology (Q4); Education (Q4); Life-span and Life-course Studies (Q4); Social Psychology (Q4)";"Psychology; Social Sciences"
160;23724;"Journal of Women's History";journal;"10427961, 15272036";"Johns Hopkins University Press";No;No;0,156;Q3;31;26;103;2064;34;89;0,38;79,38;80,77;0;United States;Northern America;"Johns Hopkins University Press";"1996, 1999-2025";"History (Q2); Gender Studies (Q3)";"Arts and Humanities; Social Sciences"
161;21101274768;"PuntOorg International Journal";journal;"24991333";"";No;No;0,155;Q3;5;14;42;891;27;38;0,46;63,64;65,38;0;Italy;Western Europe;"";"2021-2026";"Cultural Studies (Q2); Gender Studies (Q3); Communication (Q4); Organizational Behavior and Human Resource Management (Q4)";"Business, Management and Accounting; Social Sciences"
162;21100876932;"Intersections (Australia)";journal;"14409151";"Australian National University, Dept. of Gender, Media and Cultural Studies";Yes;No;0,154;Q3;5;10;40;488;28;25;0,81;48,80;73,33;0;Australia;Pacific Region;"Australian National University, Dept. of Gender, Media and Cultural Studies";"2018-2025";"Cultural Studies (Q2); History (Q2); Gender Studies (Q3)";"Arts and Humanities; Social Sciences"
163;21101181957;"Journal of Sex- and Gender- Specific Medicine";journal;"29748194, 29748623";"Il Pensiero Scientifico Editore s.r.l.";No;No;0,152;Q3;10;23;71;927;34;53;0,22;40,30;51,05;0;Italy;Western Europe;"Il Pensiero Scientifico Editore s.r.l.";"2023-2025";"Gender Studies (Q3); Medicine (miscellaneous) (Q4)";"Medicine; Social Sciences"
164;21101246928;"Udayana Journal of Law and Culture";journal;"25490680";"Udayana University";Yes;Yes;0,152;Q3;4;10;35;754;22;35;0,74;75,40;46,43;0;Indonesia;Asiatic Region;"Udayana University";"2020-2025";"Cultural Studies (Q2); Gender Studies (Q3); Law (Q3); Social Sciences (miscellaneous) (Q4)";"Social Sciences"
165;16100154757;"Journal of Feminist Studies in Religion";journal;"87554178, 15533913";"Indiana University Press";No;No;0,151;Q4;20;32;113;660;27;97;0,22;20,63;66,67;0;United States;Northern America;"Indiana University Press";"2002-2008, 2011-2025";"Religious Studies (Q2); Gender Studies (Q4)";"Arts and Humanities; Social Sciences"
166;21100839186;"Gender a Vyzkum / Gender and Research";journal;"25706586, 25706578";"Academy of Sciences of the Czech Republic, Institute of Sociology";Yes;Yes;0,146;Q4;9;16;50;621;18;45;0,39;38,81;68,75;0;Czech Republic;Eastern Europe;"Academy of Sciences of the Czech Republic, Institute of Sociology";"2017-2025";"Gender Studies (Q4)";"Social Sciences"
167;23113;"Differences";journal;"10407391";"Duke University Press";No;No;0,145;Q4;38;19;96;745;29;93;0,15;39,21;47,37;0;United States;Northern America;"Duke University Press";"1994, 1998, 2001-2025";"Cultural Studies (Q3); Gender Studies (Q4)";"Social Sciences"
168;21101146385;"Revista Direito e Sexualidade";journal;"26753596";"Universidade Federal da Bahia";Yes;Yes;0,145;Q4;3;25;95;838;9;55;0,07;33,52;47,83;0;Brazil;Latin America;"Universidade Federal da Bahia";"2020-2025";"Law (Q3); Gender Studies (Q4)";"Social Sciences"
169;21101044706;"Archivio Antropologico Mediterraneo";journal;"20383215";"University of Palermo - Department of Culture and Societies";Yes;Yes;0,144;Q4;7;29;76;1387;17;68;0,14;47,83;69,23;0;Italy;Western Europe;"University of Palermo - Department of Culture and Societies";"2019-2025";"Anthropology (Q3); Education (Q4); Gender Studies (Q4); Urban Studies (Q4)";"Social Sciences"
170;21100286900;"Nashim";journal;"07938934, 15655288";"Indiana University Press";No;No;0,144;Q4;9;15;51;1301;6;44;0,26;86,73;73,33;0;United States;Northern America;"Indiana University Press";"2012-2025";"Arts and Humanities (miscellaneous) (Q3); Cultural Studies (Q3); Gender Studies (Q4)";"Arts and Humanities; Social Sciences"
171;21101111533;"Ethiopian Renaissance Journal of Social Sciences and Humanities";journal;"24096377, 24096385";"University of Gondar";No;No;0,143;Q4;5;19;60;850;30;59;0,37;44,74;30,23;0;Ethiopia;Africa;"University of Gondar";"2019-2026";"Anthropology (Q3); Arts and Humanities (miscellaneous) (Q3); Demography (Q4); Developmental and Educational Psychology (Q4); Gender Studies (Q4)";"Arts and Humanities; Psychology; Social Sciences"
172;21100897789;"Advances in Business Related Scientific Research Journal";journal;"1855931X";"GEA College – Faculty of Entrepreneurship";Yes;No;0,139;Q4;6;12;33;517;18;33;0,43;43,08;34,48;0;Slovenia;Eastern Europe;"GEA College – Faculty of Entrepreneurship";"2018-2025";"Business, Management and Accounting (miscellaneous) (Q4); Economics, Econometrics and Finance (miscellaneous) (Q4); Gender Studies (Q4); Law (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
173;21101128566;"Educacion y Humanismo";journal;"26652420, 01242121";"Simon Bolivar University (Barranquilla)";Yes;Yes;0,137;Q4;4;26;69;1274;29;67;0,32;49,00;41,67;0;Colombia;Latin America;"Simon Bolivar University (Barranquilla)";"2022-2026";"Cultural Studies (Q3); History and Philosophy of Science (Q3); Education (Q4); Gender Studies (Q4)";"Arts and Humanities; Social Sciences"
174;5700169025;"Women's Writing";journal;"17475848, 09699082";"Routledge";No;No;0,135;Q4;18;35;98;1280;23;90;0,15;36,57;78,79;0;United Kingdom;Western Europe;"Routledge";"1994-2005, 2010-2026";"Literature and Literary Theory (Q2); Gender Studies (Q4)";"Arts and Humanities; Social Sciences"
175;21100978907;"Journal of Iberian Women Writers/Revista de Escritoras Ibericas";journal;"23409029";"Universidad Nacional de Educacion a Distancia (UNED)";Yes;No;0,134;Q4;4;0;43;0;2;42;0,00;0,00;0,00;0;Spain;Western Europe;"Universidad Nacional de Educacion a Distancia (UNED)";"2019-2020, 2022-2024";"Literature and Literary Theory (Q2); Linguistics and Language (Q3); Gender Studies (Q4)";"Arts and Humanities; Social Sciences"
176;21100902943;"Discourse Approaches to Politics, Society and Culture";book series;"15699463";"John Benjamins Publishing Company";No;No;0,133;Q4;9;13;65;878;49;1;0,12;67,54;100,00;0;Netherlands;Western Europe;"John Benjamins Publishing Company";"2018-2023, 2025";"Linguistics and Language (Q3); Communication (Q4); Gender Studies (Q4); Social Psychology (Q4); Sociology and Political Science (Q4)";"Psychology; Social Sciences"
177;11600153638;"Early Modern Women";journal;"23784776, 19330065";"University of Chicago Press";No;No;0,133;Q4;9;15;49;411;5;15;0,16;27,40;71,43;0;United States;Northern America;"University of Chicago Press";"2010-2011, 2015-2025";"Gender Studies (Q4)";"Social Sciences"
178;21101215783;"Journal of Bodies, Sexualities, and Masculinities";journal;"26888149, 26888157";"Berghahn Journals";No;No;0,132;Q4;5;0;36;0;14;31;0,23;0,00;0,00;0;United Kingdom;Western Europe;"Berghahn Journals";"2020-2024";"Cultural Studies (Q3); Gender Studies (Q4)";"Social Sciences"
179;21101260637;"OIDA International Journal of Sustainable Development";journal;"19236662, 19236654";"";Yes;No;0,132;Q4;3;237;160;9279;61;160;0,34;39,15;53,44;0;Canada;Northern America;"";"2020-2025";"Development (Q4); Gender Studies (Q4); Geography, Planning and Development (Q4); Health (social science) (Q4)";"Social Sciences"
180;21100275406;"Homme (Germany)";book series;"21945071, 1016362X";"Vandenhoeck and Ruprecht GmbH and Co. KG";No;No;0,129;Q4;7;23;70;961;7;57;0,14;41,78;87,50;0;Germany;Western Europe;"Vandenhoeck and Ruprecht GmbH and Co. KG";"1990-1995, 1999, 2001-2002, 2011-2025";"Cultural Studies (Q3); History (Q3); Gender Studies (Q4)";"Arts and Humanities; Social Sciences"
181;20370;"Journal of Gang Research";journal;"10793062";"National Gang Crime Research Center";No;No;0,129;Q4;12;7;23;283;5;22;0,31;40,43;42,86;0;United States;Northern America;"National Gang Crime Research Center";"2004-2025";"Arts and Humanities (miscellaneous) (Q3); Gender Studies (Q4); Law (Q4); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Social Sciences"
182;21101176030;"Journal of Public Interest Communications";journal;"25734342";"";Yes;Yes;0,128;Q4;7;7;16;169;6;12;0,23;24,14;75,00;0;United States;Northern America;"";"2019-2025";"Cultural Studies (Q3); Gender Studies (Q4); Health (social science) (Q4); Sociology and Political Science (Q4)";"Social Sciences"
183;12390;"Canadian Journal of Women and the Law";journal;"08328781, 19110235";"University of Toronto Press";No;No;0,127;Q4;24;4;22;348;8;22;0,50;87,00;100,00;0;Canada;Northern America;"University of Toronto Press";"1986-1987, 1989-1990, 1993-1994, 2003, 2009-2022, 2024-2025";"Gender Studies (Q4); Law (Q4); Sociology and Political Science (Q4)";"Social Sciences"
184;18400156710;"Contemporary Women's Writing";journal;"17541476, 17541484";"Oxford University Press";No;No;0,127;Q4;10;13;52;646;35;51;0,55;49,69;78,57;0;United Kingdom;Western Europe;"Oxford University Press";"2009-2025";"Literature and Literary Theory (Q2); Gender Studies (Q4)";"Arts and Humanities; Social Sciences"
185;21100258625;"International Journal of Diverse Identities";journal;"23277866, 23278560";"Common Ground Research Networks";No;No;0,126;Q4;3;11;15;437;5;15;0,40;39,73;50,00;0;United States;Northern America;"Common Ground Research Networks";"2013-2025";"Cultural Studies (Q3); Anthropology (Q4); Gender Studies (Q4); Sociology and Political Science (Q4)";"Social Sciences"
186;5600153164;"Cadernos Pagu";journal;"01048333";"Universidade Estadual de Campinas UNICAMP";Yes;Yes;0,125;Q4;23;31;135;1253;17;107;0,10;40,42;83,78;0;Brazil;Latin America;"Universidade Estadual de Campinas UNICAMP";"2008-2025";"Gender Studies (Q4)";"Social Sciences"
187;21101054424;"Contemporary Southeastern Europe";journal;"23103612";"University of Graz";Yes;Yes;0,124;Q4;5;16;31;756;11;30;0,24;47,25;50,00;0;Austria;Western Europe;"University of Graz";"2019-2026";"Arts and Humanities (miscellaneous) (Q3); Cultural Studies (Q3); History (Q3); Anthropology (Q4); Gender Studies (Q4); Law (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
188;21100935007;"Critical Studies in Men's Fashion";journal;"20500718, 2050070X";"Intellect Ltd.";No;No;0,122;Q4;5;15;47;410;6;40;0,06;27,33;56,25;0;United Kingdom;Western Europe;"Intellect Ltd.";"2019-2025";"Visual Arts and Performing Arts (Q2); Cultural Studies (Q3); Gender Studies (Q4)";"Arts and Humanities; Social Sciences"
189;21100863627;"Gender Studies";book series;"22860134, 1583980X";"De Gruyter Open Ltd";Yes;Yes;0,121;Q4;4;0;31;0;12;31;0,41;0,00;0,00;0;Poland;Eastern Europe;"De Gruyter Open Ltd";"2017-2024";"Gender Studies (Q4)";"Social Sciences"
190;19700170193;"Aspasia";journal;"19332882, 19332890";"Berghahn Journals";Yes;Yes;0,120;Q4;10;6;33;481;26;30;0,48;80,17;60,00;0;United Kingdom;Western Europe;"Berghahn Journals";"2011-2025";"History (Q3); Gender Studies (Q4)";"Arts and Humanities; Social Sciences"
191;21101062039;"Journal of Posthuman Studies";journal;"24714461, 24724513";"Penn State University Press";No;No;0,120;Q4;5;8;45;346;11;39;0,30;43,25;22,22;0;United States;Northern America;"Penn State University Press";"2017, 2019-2025";"Arts and Humanities (miscellaneous) (Q3); Cultural Studies (Q3); Gender Studies (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
192;21100407809;"Women and Gender in China Studies";book series;"18775772";"Brill Academic Publishers";No;No;0,116;Q4;5;0;12;0;0;2;0,00;0,00;0,00;0;Netherlands;Western Europe;"Brill Academic Publishers";"2010, 2013-2014, 2016-2018, 2020-2021, 2023-2024";"Cultural Studies (Q3); Gender Studies (Q4)";"Social Sciences"
193;21101116673;"Perifrasis";journal;"21458987, 21459045";"Universidad de los Andes, Colombia";Yes;Yes;0,115;Q4;4;30;73;721;5;62;0,02;24,03;70,83;0;Colombia;Latin America;"Universidad de los Andes, Colombia";"2011, 2019-2026";"Cultural Studies (Q3); Literature and Literary Theory (Q3); Gender Studies (Q4)";"Arts and Humanities; Social Sciences"
194;6000152889;"Camera Obscura";journal;"15291510, 02705346";"Duke University Press";No;No;0,114;Q4;23;14;61;710;12;60;0,17;50,71;75,00;0;United States;Northern America;"Duke University Press";"2002-2025";"Visual Arts and Performing Arts (Q3); Gender Studies (Q4)";"Arts and Humanities; Social Sciences"
195;21101091182;"Feminist Modernist Studies";journal;"2469293X, 24692921";"Informa Healthcare";No;No;0,112;Q4;7;17;61;591;12;57;0,19;34,76;83,33;0;United Kingdom;Western Europe;"Informa Healthcare";"2018-2026";"Cultural Studies (Q3); Literature and Literary Theory (Q3); Gender Studies (Q4)";"Arts and Humanities; Social Sciences"
196;11600153450;"Women and Performance";journal;"17485819, 0740770X";"Taylor and Francis Ltd.";No;No;0,112;Q4;21;14;22;329;2;16;0,00;23,50;80,00;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1983-1990, 1992-1997, 1999-2022, 2024-2025";"Visual Arts and Performing Arts (Q3); Gender Studies (Q4)";"Arts and Humanities; Social Sciences"
197;21100923613;"QED";journal;"23271574, 23271590";"Michigan State University Press";No;No;0,110;Q4;7;0;91;0;18;68;0,21;0,00;0,00;0;United States;Northern America;"Michigan State University Press";"2015-2016, 2019-2024";"Cultural Studies (Q4); Gender Studies (Q4)";"Social Sciences"
198;17700156014;"Travail, Genre et Societes";journal;"12946303";"Editions La Decouverte";No;No;0,109;Q4;19;0;93;0;22;89;0,25;0,00;0,00;0;France;Western Europe;"Editions La Decouverte";"2001-2024";"Business and International Management (Q4); Economics and Econometrics (Q4); Gender Studies (Q4); Organizational Behavior and Human Resource Management (Q4); Sociology and Political Science (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
199;21100243004;"Cahiers du Genre";journal;"19683928, 12986046";"L'Harmattan";No;No;0,108;Q4;12;0;77;0;8;74;0,08;0,00;0,00;0;France;Western Europe;"L'Harmattan";"2011-2024";"Demography (Q4); Gender Studies (Q4); Sociology and Political Science (Q4)";"Social Sciences"
200;21101162552;"Wagadu: Journal of Transnational Women's and Gender Studies";journal;"15456196, 21502226";"SUNY Cortland";No;No;0,107;Q4;4;0;22;0;5;21;0,00;0,00;0,00;0;United States;Northern America;"SUNY Cortland";"2019-2022, 2024";"Cultural Studies (Q4); Gender Studies (Q4); Philosophy (Q4)";"Arts and Humanities; Social Sciences"
201;16100154755;"Tulsa Studies in Womens Literature";journal;"19361645, 07327730";"University of Tulsa";No;No;0,106;Q4;14;0;79;0;10;71;0,18;0,00;0,00;0;United States;Northern America;"University of Tulsa";"2002-2013, 2015-2024";"Literature and Literary Theory (Q3); Gender Studies (Q4)";"Arts and Humanities; Social Sciences"
202;21101128535;"Genesis (Italy)";journal;"15949281, 19732252";"Viella";No;No;0,105;Q4;0;0;7;0;0;7;0,00;0,00;0,00;0;Italy;Western Europe;"Viella";"2022-2023";"Cultural Studies (Q4); Gender Studies (Q4); History (Q4); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Social Sciences"
203;21100838825;"Lectora";journal;"11365781, 20139470";"Centre for Women and Literature. Gender, sexualities and cultural criticism";Yes;Yes;0,105;Q4;5;0;69;0;10;68;0,14;0,00;0,00;0;Spain;Western Europe;"Centre for Women and Literature. Gender, sexualities and cultural criticism";"2017-2024";"Cultural Studies (Q4); Gender Studies (Q4); Philosophy (Q4)";"Arts and Humanities; Social Sciences"
204;21101021992;"Storia della Donne";journal;"18267505, 18267513";"Firenze University Press";Yes;Yes;0,105;Q4;1;9;8;275;0;7;0,00;30,56;85,71;0;Italy;Western Europe;"Firenze University Press";"2020-2021, 2024-2025";"Cultural Studies (Q4); Gender Studies (Q4); History (Q4)";"Arts and Humanities; Social Sciences"
205;21101196819;"Simone de Beauvoir Studies";journal;"25897616, 10632042";"Brill Academic Publishers";No;No;0,104;Q4;6;15;72;1020;5;53;0,04;68,00;91,67;0;Netherlands;Western Europe;"Brill Academic Publishers";"1983-1984, 1986-1997, 1999-2012, 2014, 2019-2025";"Arts and Humanities (miscellaneous) (Q4); Gender Studies (Q4); History (Q4); Philosophy (Q4)";"Arts and Humanities; Social Sciences"
206;21101163298;"Women, Gender, and Families of Color";journal;"23260947, 23260939";"University of Illinois Press";No;No;0,104;Q4;5;0;41;0;5;39;0,06;0,00;0,00;0;United States;Northern America;"University of Illinois Press";"2019-2024";"Cultural Studies (Q4); Gender Studies (Q4); History (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
207;19300156907;"Feministische Studien";journal;"23659920, 07235186";"Walter de Gruyter GmbH";No;No;0,103;Q4;10;16;103;313;4;90;0,00;19,56;93,75;0;Germany;Western Europe;"Walter de Gruyter GmbH";"2008-2025";"Gender Studies (Q4); Sociology and Political Science (Q4)";"Social Sciences"
208;7600153110;"Hawwa";journal;"15692078, 15692086";"Brill Academic Publishers";No;No;0,103;Q4;17;21;31;1004;5;29;0,14;47,81;82,86;0;Netherlands;Western Europe;"Brill Academic Publishers";"2003-2012, 2014-2026";"Cultural Studies (Q4); Gender Studies (Q4); Sociology and Political Science (Q4)";"Social Sciences"
209;21101392384;"Ex Novo Journal of Archaeology";journal;"25318810";"Archaeopress";No;No;0,102;Q4;2;0;21;0;1;15;0,00;0,00;0,00;0;United Kingdom;Western Europe;"Archaeopress";"2021-2024";"Anthropology (Q4); Archeology (Q4); Archeology (arts and humanities) (Q4); Gender Studies (Q4)";"Arts and Humanities; Social Sciences"
210;21101045322;"Feminist German Studies";journal;"25785192, 25785206";"University of Nebraska Press";No;No;0,102;Q4;4;0;46;0;6;40;0,06;0,00;0,00;0;United States;Northern America;"University of Nebraska Press";"2018-2024";"Arts and Humanities (miscellaneous) (Q4); Cultural Studies (Q4); Gender Studies (Q4); Linguistics and Language (Q4)";"Arts and Humanities; Social Sciences"
211;5700154365;"International Journal of Francophone Studies";journal;"13682679, 17589142";"Intellect Ltd.";No;No;0,102;Q4;7;0;16;0;4;16;0,00;0,00;0,00;0;United Kingdom;Western Europe;"Intellect Ltd.";"2008, 2012-2023";"Literature and Literary Theory (Q3); Cultural Studies (Q4); Gender Studies (Q4); History (Q4); Linguistics and Language (Q4); Sociology and Political Science (Q4); Visual Arts and Performing Arts (Q4)";"Arts and Humanities; Social Sciences"
212;19700166622;"Clio: Histoire, Femmes et Societes";journal;"12527017, 17775299";"Presses Universitaires du Mirail";No;No;0,101;Q4;9;0;118;0;6;108;0,08;0,00;0,00;0;France;Western Europe;"Presses Universitaires du Mirail";"1999-2001, 2009-2018, 2020-2024";"Gender Studies (Q4); History (Q4)";"Arts and Humanities; Social Sciences"
213;21101264301;"Revista do CAAP";journal;"14150344, 22383840";"Faculdade de Direito da Universidade Federal de Minas Gerais";Yes;No;0,101;Q4;1;24;61;542;1;53;0,02;22,58;44,44;0;Brazil;Latin America;"Faculdade de Direito da Universidade Federal de Minas Gerais";"2020-2026";"Anthropology (Q4); Gender Studies (Q4); Law (Q4); Philosophy (Q4); Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)";"Arts and Humanities; Social Sciences"
214;21101080471;"Whatever";journal;"2611657X";"University of Pisa";Yes;Yes;0,101;Q4;6;0;33;0;5;32;0,06;0,00;0,00;0;Italy;Western Europe;"University of Pisa";"2018-2024";"Cultural Studies (Q4); Gender Studies (Q4); Literature and Literary Theory (Q4); Visual Arts and Performing Arts (Q4)";"Arts and Humanities; Social Sciences"
215;16200154775;"Legacy";journal;"07484321, 15340643";"University of Nebraska Press";No;No;0,100;Q4;12;4;57;212;1;55;0,02;53,00;50,00;0;United States;Northern America;"University of Nebraska Press";"2002-2025";"Gender Studies (Q4); Literature and Literary Theory (Q4)";"Arts and Humanities; Social Sciences"
216;21101116676;"Nineteenth-Century Gender Studies";journal;"15567524";"";Yes;Yes;0,100;Q4;5;9;66;373;3;60;0,07;41,44;62,50;0;United States;Northern America;"";"2019-2025";"Gender Studies (Q4); Linguistics and Language (Q4); Literature and Literary Theory (Q4)";"Arts and Humanities; Social Sciences"
217;4000151901;"Nouvelles Questions Feministes";journal;"02484951";"Editions Antipodes";No;No;0,100;Q4;14;0;87;0;3;80;0,00;0,00;0,00;0;Switzerland;Western Europe;"Editions Antipodes";"2005-2024";"Gender Studies (Q4)";"Social Sciences"
218;5900152863;"Woman's Art Journal";journal;"21588457, 02707993";"Old City Publishing";No;No;0,100;Q4;8;8;88;451;0;83;0,00;56,38;83,33;0;United States;Northern America;"Old City Publishing";"2002-2025";"Gender Studies (Q4); Visual Arts and Performing Arts (Q4)";"Arts and Humanities; Social Sciences"
219;4000152128;"Advances in Gender Research";book series;"15292126";"Emerald Group Publishing Ltd.";No;No;;-;19;28;34;816;21;0;0,38;29,14;100,00;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2000-2022, 2024-2026";"Cultural Studies; Gender Studies";"Social Sciences"
220;21100461423;"Advances in Race and Ethnicity in Education";book series;"20512325, 20512317";"Emerald Group Publishing Ltd.";No;No;;-;9;1;32;0;10;0;0,24;0,00;0,00;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2013-2014, 2016-2017, 2020, 2022-2023, 2025-2026";"Anthropology; Education; Gender Studies; Sociology and Political Science";"Social Sciences"
221;21100407965;"Women and Gender: The Middle East and the Islamic World";book series;"15707628";"Brill Academic Publishers";No;No;;-;10;1;0;154;0;0;0,00;154,00;100,00;0;Netherlands;Western Europe;"Brill Academic Publishers";"2007, 2009-2013, 2016-2017, 2019-2020, 2025";"Cultural Studies; Gender Studies; Religious Studies";"Arts and Humanities; Social Sciences"
